526,1209
526,529
11,1251
529,11
526,11
1610,11
11,1948
11,1692
1251,1471
1471,658
1000,1251
175,1000
1000,648
648,1251
1602,1909
1909,757
1958,214
214,1098
1098,1958
1958,800
800,214
205,1960
1960,1163
1530,327
215,1530
813,1530
215,813
813,749
749,1530
59,673
673,653
653,59
1522,59
653,1522
487,1319
1319,35
35,487
487,521
521,1319
207,1736
1928,207
207,1601
1601,1736
1133,185
35,1133
1944,579
579,1877
734,1944
935,734
1036,361
361,1103
491,1396
1101,491
491,1036
491,361
935,491
1101,935
1981,491
1981,361
1396,1238
1238,177
1736,1238
1339,1736
1601,1339
487,1751
1751,521
487,296
296,1751
1858,1421
1421,502
502,1858
1858,1326
923,1858
1421,1291
1291,502
1291,245
245,502
1291,500
500,245
1291,1751
1751,500
1291,521
1578,1332
1332,640
640,1578
1592,1332
593,1637
1637,751
751,593
751,1601
1601,593
201,1306
1306,1077
1134,1306
528,1306
1134,528
528,105
105,1306
528,311
311,1611
1611,528
311,764
764,1611
1707,311
311,1134
490,1707
936,490
1063,178
178,1491
1491,1063
178,190
190,1491
178,764
764,190
1779,1594
1899,1779
1075,1779
1899,1075
1561,703
1899,1561
1553,1561
1561,1592
1553,853
853,1561
1554,1858
502,1554
1554,1326
1167,1016
1016,923
923,1167
1578,1167
1167,1468
1578,1016
753,1016
1578,753
753,923
1132,376
376,1812
1812,1132
206,1132
891,1132
1132,695
695,376
1249,838
1330,1249
29,1249
1249,560
560,29
638,1689
1689,1330
1689,1560
1560,1330
1689,301
301,1560
267,638
838,267
838,1772
1772,267
267,1689
1296,267
588,1768
1768,265
265,588
550,29
560,550
602,1228
1228,1296
1296,602
172,602
1296,172
904,116
116,94
94,904
458,1417
1417,631
631,458
1826,1181
1181,251
251,1826
1009,1181
320,1181
1181,1039
1039,320
320,767
767,44
44,320
1092,320
1039,1092
1246,1911
1911,631
694,756
756,223
223,694
1613,1681
1681,1620
1620,1613
777,616
616,154
1266,616
1350,331
429,1350
432,841
841,23
23,432
432,1189
1189,841
1188,339
339,918
918,1188
339,770
770,1993
1408,770
770,474
474,1408
1609,359
359,1141
1141,1609
250,1609
1141,250
250,1183
1688,114
114,1247
1247,1688
1688,745
745,114
114,810
298,880
1069,298
1183,298
810,591
591,1838
114,591
893,1247
1937,893
893,1688
879,501
501,745
745,879
1688,1525
1525,745
1525,879
893,1525
501,292
292,1159
1159,501
879,292
976,1816
1816,1672
1672,976
1543,1816
1816,326
884,1494
1494,462
1494,244
244,711
711,1494
377,1947
1812,377
377,884
1597,1107
1107,1437
1437,1597
1107,656
1203,366
366,44
366,320
366,1181
1889,419
419,1175
1175,1889
1889,294
294,419
1270,966
966,614
614,86
86,1110
86,1417
1417,1110
1009,837
837,911
911,1009
837,1975
1975,911
940,837
837,222
222,1975
966,837
940,966
1270,837
1110,837
1110,222
966,1145
1145,614
160,1095
1095,1423
1423,160
1505,1387
1387,1365
1365,1505
173,1834
1598,173
300,356
356,559
1599,441
1932,1599
349,1599
203,408
408,1841
1841,203
497,975
975,668
668,497
1517,668
668,1310
1310,1517
1517,497
616,1517
1310,616
668,457
457,1310
1462,457
668,1462
1315,1464
1464,578
1464,796
1464,742
795,654
654,1454
540,1207
1207,81
81,540
1186,1640
206,1186
788,1947
462,788
1531,1356
1356,859
802,1356
1531,802
1119,1087
1454,1119
1356,1119
1119,859
802,1119
1119,145
1368,149
329,1368
1368,909
1210,1628
909,1210
1368,1210
912,1093
1093,482
548,1093
1030,839
839,253
839,548
1919,740
740,577
772,740
803,1058
1058,1915
1915,803
808,991
991,1778
1778,808
585,1422
1422,677
677,585
585,517
517,1422
1416,698
1420,1416
1001,1851
1851,158
158,1001
1434,1851
1851,51
1001,51
1851,724
724,158
1434,724
31,1750
1750,1659
835,1750
1750,463
1750,1118
31,1118
1750,235
235,1659
235,1825
1825,1659
220,1049
1954,220
180,1023
1023,1855
15,1392
1392,1435
1435,15
213,1267
1267,1435
211,1267
213,211
1267,1664
1664,1900
1900,1267
211,1664
494,27
27,1255
1255,494
27,1937
1937,1255
27,893
27,272
272,893
1526,1294
1294,1908
1294,1255
1294,494
798,1475
1908,798
179,798
433,341
341,451
451,433
1231,341
1694,341
1231,1694
427,1153
1153,733
733,427
1927,427
733,1927
913,1171
1124,913
913,433
451,913
1124,433
913,1146
1146,1171
353,161
161,1429
1160,161
1930,78
78,393
393,1930
78,396
396,1455
1455,78
1930,396
1737,235
1429,1737
1737,1836
1836,235
455,1930
393,455
455,1575
1575,1930
200,882
882,365
365,200
200,1455
1455,882
894,768
768,609
894,101
101,768
768,455
393,768
101,455
894,663
663,101
1573,1677
609,1573
1573,768
393,1573
1677,814
814,556
1080,1450
1450,629
629,1080
1080,141
1722,1268
1268,719
719,1722
1081,1268
1060,199
1283,1060
147,1060
941,1081
1992,941
908,862
862,525
484,1748
1748,1089
1089,484
1058,769
769,1915
186,769
769,1504
1504,1915
515,1342
1342,708
1342,1692
1431,1342
1342,1135
1135,1431
817,1318
1318,1439
1318,1896
1318,140
1318,1367
1318,543
543,1367
1102,276
276,1923
276,1830
543,276
276,1367
276,722
1102,1588
1588,1397
64,1588
1661,1588
1588,1581
790,1848
546,790
790,743
743,1848
1776,1532
1706,1776
1776,96
96,1642
1642,1776
1557,1776
1706,1557
1557,96
892,1532
1532,743
743,892
892,1831
293,892
1912,892
194,686
686,417
998,686
1830,686
1314,1557
1557,182
182,1314
1557,1353
1353,96
1314,1353
766,1518
499,766
766,1557
1706,766
1682,1027
1027,1626
1626,1682
1682,1544
119,1682
1682,322
873,499
1626,873
1027,873
873,766
873,1557
873,182
818,641
1693,818
818,1059
567,1848
743,567
11,1820
1820,1692
1820,1221
1820,1843
1820,1610
1513,1933
1933,564
564,1513
1386,175
1948,1386
1933,1386
1371,1386
1933,1371
1933,1571
1571,564
648,362
362,1251
362,1471
597,386
1652,597
597,1056
1056,386
375,684
684,1878
1878,375
1958,599
599,1909
1909,1958
599,1010
757,599
1958,747
747,800
1909,747
986,605
605,1866
1866,986
605,1056
1056,1866
386,605
605,130
130,1823
1823,1510
1823,164
164,1510
128,1987
1987,164
164,128
128,989
989,1987
1179,672
672,653
653,1179
1179,1662
1662,672
208,844
844,606
606,208
1399,1710
1710,1709
1709,1399
1583,1530
749,1583
1994,437
437,48
48,1994
1424,516
516,1355
1355,1424
954,1253
1253,414
414,954
1984,49
49,1380
1380,1984
1984,561
561,49
582,561
1675,582
683,813
215,683
1138,683
683,165
165,1138
1138,813
1733,1253
1253,718
718,1733
1733,1545
1545,1253
1227,1407
1407,889
889,1227
1227,48
48,1407
437,1407
48,1045
1045,215
1227,1045
37,1522
653,37
672,37
37,516
516,1522
37,95
95,1355
1355,37
388,1424
1355,388
816,151
151,344
344,816
1618,816
344,1618
1631,59
1522,1631
1074,1319
521,1074
1074,35
1074,1133
1133,759
759,185
759,1928
759,207
1157,153
153,1981
1981,1157
361,153
153,1103
1157,296
296,153
487,153
153,35
246,205
177,246
1238,246
1053,1291
1421,1053
593,1053
1421,593
1053,521
1601,1053
1637,192
192,640
640,1637
143,13
13,720
720,143
1884,1590
1590,1760
1760,1884
143,20
20,1420
1432,308
561,1432
1984,1432
1335,927
76,1335
1335,1887
1887,927
1335,863
863,1887
373,1025
1025,555
555,373
1372,378
378,38
38,1372
1862,1647
1647,163
163,1862
1647,75
75,163
1514,1545
1545,697
697,1514
1514,1108
1108,1545
1545,532
532,697
532,1647
1647,697
75,532
532,1788
1788,75
311,915
915,404
404,311
915,490
490,404
1707,915
1340,1873
1873,852
852,1340
1805,1770
1770,1197
1197,1805
1805,808
1778,1805
1778,1770
726,1273
1273,1197
1197,726
1770,726
1778,726
991,705
705,1778
991,872
872,705
705,886
886,1778
705,280
280,886
39,371
371,1197
1197,39
1273,1293
1293,1197
1293,39
1273,914
914,1293
920,528
1611,920
920,105
764,920
1307,1200
1200,1378
1378,1307
1307,1340
1340,1200
764,1090
1090,190
311,1090
404,1090
1754,1090
404,1754
693,662
662,1899
662,1075
1301,1806
1806,1617
1617,1301
1806,1179
1179,1259
1259,1806
1806,1662
1007,1806
1699,1806
1007,1699
1806,370
370,1617
1699,370
1553,762
762,1007
762,1699
1594,762
370,762
1594,370
1977,1561
853,1977
1977,1592
1332,1977
853,1332
245,1479
1479,502
245,890
890,1479
1326,1144
1144,1652
1554,1144
502,1144
1479,1144
65,1445
1445,923
1445,1167
1468,1445
1236,1858
923,1236
1236,1421
1236,192
192,1421
348,1105
1105,94
94,348
1623,348
94,1623
1623,752
752,348
1478,809
809,265
265,1478
538,1132
891,538
1640,1300
1300,891
522,1300
1640,522
1300,1621
1621,891
480,1249
1330,480
480,560
1560,480
472,1597
1437,472
472,550
550,1597
472,29
1249,1073
1073,838
1846,267
1296,1846
1228,1846
1846,1351
1351,704
704,1846
704,267
1846,117
117,1351
1810,1768
1768,301
301,1810
284,1768
588,284
284,1560
301,284
285,1288
1288,1904
1904,285
1308,142
142,688
688,1308
1308,1904
1904,142
550,142
142,1597
1288,142
1837,562
562,376
376,1837
1874,1837
376,1874
1837,1683
1683,562
1874,1044
1044,1837
867,602
172,867
172,737
737,867
1811,867
737,1811
527,904
904,728
728,527
527,116
1689,1839
1839,301
267,1839
704,1839
279,1839
704,279
997,279
704,997
1351,997
117,997
1538,239
239,721
721,1538
997,1538
1538,279
1818,458
631,1818
1818,249
249,458
744,1009
911,744
744,1181
744,1039
744,1092
1975,744
823,1451
1451,69
69,823
1092,1757
1757,320
767,1757
1757,1607
1607,767
1078,102
102,1882
1882,1078
102,1963
1963,1882
102,479
479,1963
1798,1911
1911,1795
1795,1798
1798,355
355,631
631,1798
1280,823
69,1280
1023,295
295,1855
295,1616
295,650
295,666
666,650
650,988
988,1061
1061,650
666,988
1037,650
1061,1037
616,93
93,154
93,1192
93,369
1310,93
1345,723
723,557
557,1345
331,723
723,213
1345,213
1842,432
23,1842
1411,1188
1188,474
474,1411
1411,339
770,1411
1188,1634
1634,474
918,1634
706,770
1408,706
1927,706
1408,1927
1927,1160
1160,706
1993,706
1042,523
523,1543
359,523
1042,359
841,523
523,23
523,1624
1624,23
523,880
880,1624
523,1609
1624,977
977,23
977,1842
977,1159
1159,1842
977,477
477,1159
1624,477
1376,1650
1650,713
713,1376
1376,15
15,1650
1376,1141
1141,15
1376,250
1183,608
608,19
19,1183
250,608
298,1566
1566,880
1624,1566
1566,477
1838,1814
1814,1954
591,1814
1419,893
272,1419
1525,1419
1419,85
85,1525
309,114
745,309
1248,1525
85,1248
1248,879
1248,292
1499,1124
918,1499
1499,433
1499,339
326,1499
1871,1673
1673,1366
1673,1821
1821,1366
1871,1821
1939,157
1366,1939
1821,1939
1494,1766
1766,462
711,1766
74,1107
1597,74
1107,273
273,656
379,1663
1663,1175
1663,1889
294,1663
1181,1022
1022,251
366,1022
1203,1022
1441,1826
251,1441
1441,530
530,1826
1057,1505
1365,1057
1057,160
1423,1057
1423,1505
849,1311
1311,355
355,849
1451,1311
849,1451
1451,249
249,1311
1818,1311
1584,458
249,1584
1584,222
1110,1584
1417,1584
1641,1451
1451,1975
1975,1641
222,1641
1641,249
1641,1584
1791,966
940,1791
1791,1145
1826,1791
127,445
445,737
737,127
444,1505
1423,444
444,127
737,444
1505,1716
1716,1387
1716,172
1296,1716
1296,1387
444,1716
1716,737
1480,1046
1046,1834
1834,1480
173,1480
173,1046
1032,173
1598,1032
173,1481
1481,1046
1481,1032
1032,1579
1579,1481
1046,1507
1507,1834
360,300
576,360
360,325
325,300
333,360
360,1841
1841,325
360,203
1956,1599
349,1956
1956,1368
329,1956
1489,1771
1771,1449
1449,1489
1608,1986
1986,939
939,1608
481,1608
939,481
481,1517
1517,1608
616,1608
1266,1608
1524,1608
626,1462
1310,626
457,626
1126,756
694,1126
1126,1780
1780,1572
1572,1126
694,1780
1876,1084
987,1876
1876,1473
1126,1876
1876,756
223,1876
1464,763
763,742
1603,1282
1454,1603
654,1603
1603,1398
654,1891
1891,1603
1603,1114
1891,715
715,1603
715,1114
995,198
198,191
191,995
995,637
637,198
198,81
81,191
198,540
917,1632
1632,623
578,1632
405,1632
799,1207
1207,1346
1346,799
799,522
1640,799
1186,1006
1006,1640
1006,799
1006,1207
1947,542
542,206
788,542
531,774
774,1087
1087,531
995,774
774,637
531,637
875,995
191,875
1606,875
875,795
1606,995
531,1674
1674,637
1674,802
1531,1674
656,1674
1674,273
273,637
1015,1119
802,1015
1674,1015
531,1015
1628,1991
1991,1921
1210,1991
171,973
174,171
162,171
174,162
171,1040
1040,973
1071,1040
1040,162
162,1071
411,1504
1504,1712
1712,411
803,411
1712,803
411,1915
803,343
343,1058
343,174
343,162
794,381
150,794
991,930
930,872
381,930
930,808
1104,794
150,1104
1104,1567
1567,794
1104,553
553,1701
1701,1104
553,871
871,1701
384,1884
1884,1741
1741,384
1590,384
384,259
259,1590
886,1427
1427,1741
1741,886
280,1427
1427,384
1422,1079
1079,677
1079,1427
280,1079
1422,1427
148,20
20,585
585,148
1552,854
854,1223
1223,1552
1552,1467
1467,854
870,592
51,870
870,765
765,592
1001,870
1001,765
765,563
563,592
1001,563
158,563
1974,773
773,741
741,1974
1974,1714
1714,402
402,1974
402,773
1969,724
1434,1969
741,1969
773,1969
1359,1825
235,1359
1359,1836
1836,1067
1067,1359
1456,630
630,1338
1338,1456
630,256
256,1338
988,1799
1799,1061
666,1799
359,1302
1302,1141
1302,15
1302,1392
391,1267
1900,391
391,701
701,1267
1456,391
1900,1456
1456,701
34,15
1435,34
34,1650
1065,1853
1853,137
137,1065
1853,270
270,137
1456,264
264,701
1295,1294
1526,1295
1379,882
882,583
583,1379
1379,1323
365,1379
900,423
423,518
518,900
423,1295
1526,423
900,1295
1146,685
685,1171
423,685
1146,423
1475,685
685,1526
798,87
87,1475
1153,87
87,733
750,1927
733,750
750,1160
1728,1408
474,1728
1728,1927
1634,1728
1728,427
1634,427
1726,913
451,1726
1726,1146
396,1863
1863,1455
519,994
994,733
733,519
87,519
994,467
467,750
750,994
1737,645
645,1575
1575,1737
1429,645
161,645
161,947
947,645
1950,1714
1714,1931
1931,1950
1822,455
101,1822
1018,1822
101,1018
288,1643
1643,332
1643,894
1643,663
862,1643
288,862
855,908
120,855
663,855
855,101
855,862
1643,855
1945,1573
393,1945
1945,1677
78,1945
755,306
556,755
814,755
755,365
755,200
814,200
200,1062
1062,1455
814,1062
1062,78
1062,1945
1677,1062
1450,625
625,629
1916,1959
1959,484
484,1916
625,1916
1916,629
625,1959
1403,1305
1305,1520
1520,1403
1430,147
1722,1430
1430,1060
719,1430
941,565
565,1940
1940,941
1151,565
565,698
698,1151
565,1992
1920,862
288,1920
1920,1942
1174,1920
1076,1920
1076,862
1252,1076
1089,1252
1748,1252
1748,1076
769,367
367,1504
367,1712
700,769
186,700
592,700
563,700
158,700
315,1342
515,315
315,1135
125,315
125,1135
1692,312
312,1676
1342,312
312,1431
1431,1676
1888,1649
1649,424
424,1888
1431,1888
1888,1676
453,1888
424,453
1256,1431
1135,1256
125,1256
1241,1256
1256,1581
1318,1116
1116,543
1116,276
1116,1830
1116,686
364,892
743,364
364,1831
790,364
364,546
1196,1285
1285,62
62,1196
1314,1196
62,1314
1764,1353
1314,1764
1952,1815
1815,743
743,1952
1952,1178
1178,1815
1532,1952
1952,1776
1642,1952
1848,600
600,202
567,600
1815,938
938,743
938,567
1536,669
669,33
33,1536
1178,399
399,1815
1872,1371
1933,1872
1513,1872
1723,1571
1933,1723
1676,1723
821,1723
1676,821
111,597
1652,111
111,1479
890,111
1144,111
1154,1693
1510,1154
1755,989
989,310
310,1755
818,350
350,1059
350,1917
1917,1059
1693,350
599,139
139,1010
1958,139
358,45
45,566
566,358
358,747
1909,358
1602,358
196,358
196,45
584,358
566,584
584,747
584,800
584,1516
1516,800
1409,1875
1875,956
956,1409
782,375
1878,782
1409,782
1878,1409
1409,1168
1168,782
712,782
782,1866
1866,712
712,375
782,986
1168,986
511,1949
1949,986
986,511
1168,511
511,1997
1997,1140
1140,511
32,511
1140,32
1823,992
992,164
992,128
1823,465
465,992
1470,111
890,1470
1470,684
684,111
1157,1358
1358,296
1358,1404
1404,296
1358,1981
1877,1358
245,681
681,890
681,1470
579,14
14,1877
1327,672
1662,1327
37,1327
1327,95
844,266
266,1849
266,868
868,1849
1443,949
949,1205
1205,1443
949,1472
1472,1205
208,761
761,844
761,266
761,868
916,1443
1205,916
885,1399
1709,885
916,885
885,1883
1883,916
916,1399
1710,968
968,1709
968,680
680,1709
1530,1033
1033,327
1583,1033
324,282
282,230
230,324
324,1844
1844,282
387,954
414,387
387,282
282,954
387,230
387,159
159,230
1844,1864
1864,282
1253,1289
1289,718
954,1289
1289,268
268,718
159,1156
1156,230
582,108
108,561
108,49
108,1380
813,1213
1213,749
1213,1244
1244,749
1213,1206
1206,1244
1213,1138
1138,1206
1472,1658
1658,112
112,1472
949,1658
949,129
129,1658
1864,1792
1792,1165
1165,1864
1399,1211
1211,1710
1148,42
42,1733
1733,1148
268,1148
1148,718
1850,489
489,889
889,1850
683,1542
1542,165
1542,1045
1227,1542
215,1542
1066,693
889,1066
489,1066
1303,662
693,1303
1413,1301
1617,1413
1413,1303
1303,1301
662,1413
1413,1813
1813,662
95,1237
1237,1355
1237,388
1327,1237
1850,318
318,489
318,1066
151,590
590,606
816,590
590,208
1618,590
1424,714
714,516
1424,861
861,714
1448,714
861,1448
714,1618
344,714
1448,1618
579,730
730,1708
1708,579
233,730
579,233
214,97
97,1098
730,97
97,1997
1997,730
139,513
513,1010
513,1101
1648,673
673,1163
1163,1648
1960,1648
840,1978
1978,1339
1339,840
751,840
840,1601
1637,840
1637,1978
193,1978
1637,193
640,193
1179,342
342,1259
342,1226
1226,1259
653,342
1226,1127
1127,1259
675,1074
521,675
1053,675
675,1133
922,593
1421,922
192,922
922,1637
1306,1199
1199,1077
105,1199
187,13
13,1004
1004,187
20,851
851,585
851,517
851,143
720,851
13,851
981,1372
1372,863
863,981
347,1887
863,347
347,1372
38,347
378,5
5,38
1025,5
378,1025
373,5
1786,5
373,1786
1809,644
644,555
555,1809
1025,1809
1809,960
960,163
163,1809
378,1809
960,52
52,1070
1070,960
1182,1647
1862,1182
1108,1182
1862,1108
1514,1182
1182,697
1657,1234
1234,1230
1230,1657
532,1459
1459,1788
1459,238
238,1788
1459,1898
1898,238
1753,1253
1545,1753
1753,780
780,1253
1108,1753
780,779
779,1253
1943,490
936,1943
18,1943
1943,404
1943,1292
1292,404
1568,1873
1873,1170
1170,1568
927,1337
1337,1486
1337,1786
1786,1486
952,347
38,952
952,1887
5,952
1786,952
1290,726
1778,1290
886,1290
1884,372
372,1741
372,886
1273,372
372,914
1884,914
1222,705
872,1222
1293,1054
1054,39
1054,1511
1511,39
1054,504
504,1511
1054,914
914,504
999,504
914,999
1063,999
999,1760
1760,1063
1491,999
1690,999
1491,1690
1884,999
504,109
109,1511
920,241
241,105
241,610
610,105
764,241
178,241
178,610
925,610
178,925
925,1063
1760,925
1590,925
187,925
1590,187
1004,925
925,105
925,1199
371,1867
1867,1773
1773,371
1678,1200
1340,1678
1307,506
506,1340
1873,506
506,1170
1131,436
436,1594
1594,1131
1131,662
662,436
370,1011
1011,1617
1011,1413
436,1011
1011,1594
1011,1813
1011,662
753,1576
1576,923
1576,1236
1578,1576
1576,192
640,1576
1121,1548
1548,1105
1105,1121
348,1121
1191,1478
1478,728
728,1191
562,1191
728,562
1683,1191
1548,313
313,1105
313,1484
1484,1105
1484,88
88,1105
263,538
538,1551
1551,263
263,1132
472,1488
1488,29
1488,1249
1488,1073
1990,639
